18.2213;13.9927;261.0656;8.0000;4.5977;11.5211;291.8261;8.0000;8.0769;1.8000;115.5388;8.0000;10.2282;1.2121;261.2477;8.0000;11.1311;10.5872;298.7937;8.0000;17.1752;15.7806;114.4199;8.0000;9.0441;15.0446;39.5502;8.0000;2.1948;5.3977;188.8694;8.0000
18.2006;13.8610;261.0656;8.0000;4.6473;11.3973;291.8261;8.0000;8.0194;1.9203;115.5388;8.0000;10.2079;1.0803;261.2477;8.0000;11.1953;10.4704;298.7937;8.0000;17.1201;15.9020;114.4199;8.0000;9.1470;15.1295;39.5502;8.0000;2.0631;5.3771;188.8694;8.0000
18.1799;13.7292;261.0656;8.0000;4.6969;11.2735;291.8261;8.0000;7.9619;2.0406;115.5388;8.0000;10.1876;0.9486;261.2477;8.0000;11.2596;10.3535;298.7937;8.0000;17.0649;16.0234;114.4199;8.0000;9.2498;15.2144;39.5502;8.0000;1.9314;5.3566;188.8694;8.0000
18.1592;13.5975;261.0656;8.0000;4.7464;11.1497;291.8261;8.0000;7.9044;2.1609;115.5388;8.0000;10.1673;0.8168;261.2477;8.0000;11.3238;10.2367;298.7937;8.0000;17.0098;16.1448;114.4199;8.0000;9.3526;15.2993;39.5502;8.0000;1.7996;5.3360;188.8694;8.0000
18.1385;13.4658;261.0656;8.0000;4.7960;11.0260;291.8261;8.0000;7.8469;2.2812;115.5388;8.0000;10.1470;0.6850;261.2477;8.0000;11.3880;10.1198;298.7937;8.0000;16.9547;16.2662;114.4199;8.0000;9.4554;15.3842;39.5502;8.0000;1.6679;5.3154;188.8694;8.0000
18.1178;13.3341;261.0656;8.0000;4.8456;10.9022;291.8261;8.0000;7.7895;2.4015;115.5388;8.0000;10.1267;0.7468;98.7523;8.0000;11.4522;10.0030;298.7937;8.0000;16.8996;16.3876;114.4199;8.0000;9.5582;15.4691;39.5502;8.0000;1.5362;5.2949;188.8694;8.0000
18.0971;13.2024;261.0656;8.0000;4.8952;10.7784;291.8261;8.0000;7.7320;2.5218;115.5388;8.0000;10.1064;0.8786;98.7523;8.0000;11.5164;9.8861;298.7937;8.0000;16.8444;16.5090;114.4199;8.0000;9.6610;15.5540;39.5502;8.0000;1.4044;5.2743;188.8694;8.0000
18.0764;13.0707;261.0656;8.0000;4.9447;10.6546;291.8261;8.0000;7.6745;2.6421;115.5388;8.0000;10.0862;1.0103;98.7523;8.0000;11.5807;9.7693;298.7937;8.0000;16.7893;16.6304;114.4199;8.0000;9.7638;15.6389;39.5502;8.0000;1.2727;5.2538;188.8694;8.0000
18.0557;12.9390;261.0656;8.0000;4.9943;10.5309;291.8261;8.0000;7.6170;2.7624;115.5388;8.0000;10.0659;1.1421;98.7523;8.0000;11.6449;9.6524;298.7937;8.0000;16.7342;16.7518;114.4199;8.0000;9.8666;15.7238;39.5502;8.0000;1.1409;5.2332;188.8694;8.0000
18.0350;12.8072;261.0656;8.0000;5.0439;10.4071;291.8261;8.0000;7.5595;2.8827;115.5388;8.0000;10.0456;1.2739;98.7523;8.0000;11.7091;9.5356;298.7937;8.0000;16.6791;16.8732;114.4199;8.0000;9.9694;15.8087;39.5502;8.0000;1.0092;5.2127;188.8694;8.0000
18.0143;12.6755;261.0656;8.0000;5.0934;10.2833;291.8261;8.0000;7.5020;3.0030;115.5388;8.0000;10.0253;1.4057;98.7523;8.0000;11.7733;9.4187;298.7937;8.0000;16.6240;16.9946;114.4199;8.0000;10.0722;15.8936;39.5502;8.0000;0.8775;5.1921;188.8694;8.0000
17.9936;12.5438;261.0656;8.0000;5.1430;10.1595;291.8261;8.0000;7.4446;3.1233;115.5388;8.0000;10.0050;1.5375;98.7523;8.0000;11.8375;9.3019;298.7937;8.0000;16.5688;17.1160;114.4199;8.0000;10.1750;15.9785;39.5502;8.0000;0.7457;5.1715;188.8694;8.0000
17.9729;12.4121;261.0656;8.0000;5.1926;10.0358;291.8261;8.0000;7.3871;3.2436;115.5388;8.0000;9.9847;1.6692;98.7523;8.0000;11.9018;9.1850;298.7937;8.0000;16.5137;17.2374;114.4199;8.0000;10.2779;16.0634;39.5502;8.0000;0.6860;5.1510;351.1306;8.0000
