6.1270;10.1702;183.8778;8.0000;16.3526;15.8966;231.9545;8.0000;7.5722;16.2316;191.8172;8.0000;7.0145;18.7800;315.3394;8.0000;11.0031;12.4495;211.3361;8.0000;4.1548;6.0249;169.5324;8.0000;4.6098;16.8862;70.1151;8.0000;4.5184;3.4142;81.9591;8.0000
5.9940;10.1612;183.8778;8.0000;16.2704;15.7916;231.9545;8.0000;7.4417;16.2043;191.8172;8.0000;7.1094;18.6863;315.3394;8.0000;10.8892;12.3802;211.3361;8.0000;4.0237;6.0492;169.5324;8.0000;4.6551;17.0116;70.1151;8.0000;4.5371;3.5462;81.9591;8.0000
5.8609;10.1521;183.8778;8.0000;16.1882;15.6866;231.9545;8.0000;7.3112;16.1770;191.8172;8.0000;7.2042;18.5926;315.3394;8.0000;10.7754;12.3108;211.3361;8.0000;3.8926;6.0734;169.5324;8.0000;4.7005;17.1369;70.1151;8.0000;4.5557;3.6782;81.9591;8.0000
5.7279;10.1431;183.8778;8.0000;16.1060;15.5816;231.9545;8.0000;7.1807;16.1497;191.8172;8.0000;7.2991;18.4989;315.3394;8.0000;10.6615;12.2415;211.3361;8.0000;3.7615;6.0976;169.5324;8.0000;4.7458;17.2623;70.1151;8.0000;4.5744;3.8102;81.9591;8.0000
5.5949;10.1341;183.8778;8.0000;16.0239;15.4766;231.9545;8.0000;7.0502;16.1224;191.8172;8.0000;7.3939;18.4051;315.3394;8.0000;10.5476;12.1721;211.3361;8.0000;3.6304;6.1218;169.5324;8.0000;4.7912;17.3877;70.1151;8.0000;4.5930;3.9423;81.9591;8.0000
5.4618;10.1251;183.8778;8.0000;15.9417;15.3716;231.9545;8.0000;6.9197;16.0951;191.8172;8.0000;7.4887;18.3114;315.3394;8.0000;10.4337;12.1028;211.3361;8.0000;3.4993;6.1460;169.5324;8.0000;4.8365;17.5131;70.1151;8.0000;4.6117;4.0743;81.9591;8.0000
5.3288;10.1161;183.8778;8.0000;15.8595;15.2666;231.9545;8.0000;6.7891;16.0678;191.8172;8.0000;7.5836;18.2177;315.3394;8.0000;10.3198;12.0335;211.3361;8.0000;3.3682;6.1703;169.5324;8.0000;4.8819;17.6385;70.1151;8.0000;4.6303;4.2063;81.9591;8.0000
5.1958;10.1071;183.8778;8.0000;15.7774;15.1616;231.9545;8.0000;6.6586;16.0405;191.8172;8.0000;7.6784;18.1240;315.3394;8.0000;10.2059;11.9641;211.3361;8.0000;3.2370;6.1945;169.5324;8.0000;4.9272;17.7639;70.1151;8.0000;4.6490;4.3383;81.9591;8.0000
5.0628;10.0980;183.8778;8.0000;15.6952;15.0566;231.9545;8.0000;6.5281;16.0132;191.8172;8.0000;7.7732;18.0303;315.3394;8.0000;10.0921;11.8948;211.3361;8.0000;3.1059;6.2187;169.5324;8.0000;4.9726;17.8892;70.1151;8.0000;4.6676;4.4703;81.9591;8.0000
4.9297;10.0890;183.8778;8.0000;15.6130;14.9516;231.9545;8.0000;6.3976;15.9859;191.8172;8.0000;7.8681;17.9365;315.3394;8.0000;9.9782;11.8254;211.3361;8.0000;2.9748;6.2429;169.5324;8.0000;5.0179;18.0146;70.1151;8.0000;4.6863;4.6024;81.9591;8.0000
